VideoName,SubID,Pos_CSV_Name
161540-Baby_Scene.mp4,3,161578-3_pos.csv
161538-Baby_Scene.mp4,6,161587-6_pos.csv
161542-Baby_Scene.mp4,7,161575-7_pos.csv
161534-Baby_Scene.mp4,9,161580-9_pos.csv
161536-Baby_Scene.mp4,10,161582-10_pos.csv
161532-Baby_Scene.mp4,11,161584-11_pos.csv
161530-Baby_Scene.mp4,14,161586-14_pos.csv
161430-Baby_Scene.mp4,16,161590-16_pos.csv
161434-Baby_Scene.mp4,17,161591-17_pos.csv
161438-Baby_Scene.mp4,18,161593-18_pos.csv
161436-Baby_Scene.mp4,19,161595-19_pos.csv
161432-Baby_Scene.mp4,20,161597-20_pos.csv
161426-Baby_Scene.mp4,21,161599-21_pos.csv
161422-Baby_Scene.mp4,22,161602-22_pos.csv
161418-Baby_Scene.mp4,23,161603-23_pos.csv
161386-Baby_Scene.mp4,24,161608-24_pos.csv
161384-Baby_Scene.mp4,26,161607-26_pos.csv